AUM,subperiod,start_date,end_date,days,annual_return,annual_vol,sharpe,max_drawdown,worst_3m_return,worst_6m_return,worst_12m_return,top_5pct_days_pnl_share,return_autocorrelation_lag1,sharpe_autocorr_note,average_gross_exposure_used,cap_binding_days,fraction_cap_binding_days
1000000000.0,year_2010,2010-01-04,2010-12-31,252,-0.02684449289937907,0.008764089374845269,-3.1003396649408286,-0.02711198069339449,-0.01219118654372997,-0.01966738011416047,-0.02684449289937907,-0.5557964007910257,-0.02931498701014927,no large positive lag-1 autocorrelation,0.10748373820693108,252,1.0
1000000000.0,year_2011,2011-01-03,2011-12-30,252,0.05533705449254178,0.016625158283279037,3.248293438968743,-0.0064707649247971455,0.0010916001826331012,0.015758712581285694,0.05533705449254178,0.7057698907030875,-0.07267130067514796,no large positive lag-1 autocorrelation,0.1747918630238945,252,1.0
1000000000.0,year_2012,2012-01-03,2012-12-31,250,0.01623039493264611,0.00701374466194321,2.2990715536690054,-0.0042403443559392295,-0.00026984938449969853,0.003416800767265471,,0.9356983365403103,-0.1403495813703124,no large positive lag-1 autocorrelation,0.1426177236166625,250,1.0
1000000000.0,year_2013,2013-01-02,2013-12-31,252,0.014637676385892195,0.006143525995411647,2.3684741536008453,-0.003051964964354781,-0.00027556271836293167,0.0025566531717415852,0.014637676385892195,0.9626202795999511,-0.010433963380741486,no large positive lag-1 autocorrelation,0.1636710738488067,252,1.0
1000000000.0,year_2014,2014-01-02,2014-12-31,252,0.010642919824966901,0.011241423217344318,0.947374877063048,-0.01095047361253454,-0.006837672627863833,-0.007603880525071438,0.010642919824966901,2.2197314840072,-0.04007335231731482,no large positive lag-1 autocorrelation,0.21516823239225355,252,1.0
1000000000.0,year_2015,2015-01-02,2015-12-31,252,0.011945130690121486,0.006815346048366585,1.7457299151450207,-0.002903740892886586,-0.0016224069096066884,-0.0008932321642934893,0.011945130690121486,1.387993765973595,0.0715360417851584,no large positive lag-1 autocorrelation,0.16700728090773057,252,1.0
1000000000.0,year_2016,2016-01-04,2016-12-30,252,0.008351215445405291,0.0058165742849110216,1.4327208419643203,-0.0038437504542711,-0.0032724650540837397,-0.001943974575579821,0.008351215445405291,1.2686634093002234,0.04250472136855849,no large positive lag-1 autocorrelation,0.1187249377647144,252,1.0
1000000000.0,year_2017,2017-01-03,2017-12-29,251,0.004917990722339338,0.005562465337842519,0.8847498410253788,-0.0037672829183339474,-0.0029733791627941653,-0.001059529852551866,,2.3592551578039567,0.004690674520414168,no large positive lag-1 autocorrelation,0.15575237911177361,251,1.0
1000000000.0,year_2018,2018-01-02,2018-12-31,251,0.005175869312555648,0.01247451919765666,0.42005799898753493,-0.011629117593486615,-0.00777217379688433,-0.009887322744221771,,4.819421721733981,-0.05285083068965261,no large positive lag-1 autocorrelation,0.22880895114007807,251,1.0
1000000000.0,year_2019,2019-01-02,2019-12-31,252,0.0631573228714597,0.019365428823376264,3.1724937903913375,-0.0055729304555445225,0.002751969816455091,0.012695811934677836,0.0631573228714597,0.8331280579040603,0.17039264500082965,positive autocorrelation may overstate naive Sharpe,0.24791115656107698,252,1.0
1000000000.0,year_2020,2020-01-02,2020-12-31,253,0.04028452931830118,0.045262850272347284,0.8952075348695027,-0.030645904960062365,-0.028905850465279825,-0.0018536722544092443,0.04075687105841541,2.2304162727708348,0.029171902788635583,no large positive lag-1 autocorrelation,0.30710226805612423,253,1.0
1000000000.0,year_2021,2021-01-04,2021-12-31,252,0.12048863728210546,0.0387592820758021,2.9550855907199574,-0.027662951008764036,-0.021223435905087462,0.006738149565157059,0.12048863728210546,0.8580913755973641,-0.026350235930402668,no large positive lag-1 autocorrelation,0.41507080235993465,252,1.0
1000000000.0,year_2022,2022-01-03,2022-12-30,251,0.1958981922396401,0.054941511494299454,3.2846291770722034,-0.023556435162986444,0.007997273807779592,0.0504257737860927,,0.7165439258830675,-0.06312899392848578,no large positive lag-1 autocorrelation,0.4849771997231186,251,1.0
1000000000.0,year_2023,2023-01-03,2023-12-29,250,0.06224030695804239,0.03803645470137318,1.6065059941571032,-0.022193787195187054,-0.012906167833655613,-0.008861477614112712,,1.5212023439014133,-0.12760599960163396,no large positive lag-1 autocorrelation,0.40567703901323926,250,1.0
1000000000.0,year_2024,2024-01-02,2024-12-31,252,-0.034676758228299076,0.0387108522329729,-0.8923668522598481,-0.053295636393085655,-0.027689654691380183,-0.04463449385878626,-0.034676758228299076,-2.1927819256068366,0.03221298371769895,no large positive lag-1 autocorrelation,0.4677338793443281,251,0.996031746031746
1000000000.0,split_2010_2016,2010-01-04,2016-12-30,1762,0.012655132748905285,0.009696735962410124,1.3017775183841387,-0.02711198069339449,-0.01219118654372997,-0.01966738011416047,-0.02684449289937907,1.6146829584220623,-0.02596247606231188,no large positive lag-1 autocorrelation,0.15565261446795517,1762,1.0
1000000000.0,split_2017_2024,2017-01-03,2024-12-31,2012,0.05500098885474913,0.035662577460238994,1.519303309231484,-0.05559894040437563,-0.028905850465279825,-0.04463449385878626,-0.049285210127961165,1.5313404085686202,-0.01222255523407696,no large positive lag-1 autocorrelation,0.3391206241740021,2011,0.9995029821073559
1000000000.0,stress_late_2018,2018-10-01,2018-12-31,63,-0.015311172103232296,0.014339553884229674,-1.0689236045074992,-0.008075471129711964,-0.0038499694121801875,,,-1.6232977660661876,-0.07427810616801325,no large positive lag-1 autocorrelation,0.2438236406464809,63,1.0
1000000000.0,stress_2020_q1,2020-01-02,2020-03-31,62,0.0604080745717579,0.06195330120452554,0.977444816685791,-0.022439983918095874,,,,2.2384953555776956,0.11413843781602573,positive autocorrelation may overstate naive Sharpe,0.30835500516824443,62,1.0
1000000000.0,stress_2022_drawdown,2022-01-03,2022-12-30,251,0.1958981922396401,0.054941511494299454,3.2846291770722034,-0.023556435162986444,0.007997273807779592,0.0504257737860927,,0.7165439258830675,-0.06312899392848578,no large positive lag-1 autocorrelation,0.4849771997231186,251,1.0
1000000000.0,full_2010_2024,2010-01-04,2024-12-31,3774,0.03501463197738963,0.02689737699223321,1.29303062260322,-0.055598940404374964,-0.028905850465279825,-0.04463449385878626,-0.049285210127961165,1.727394216783276,-0.010667971728278955,no large positive lag-1 autocorrelation,0.2534633287044593,3773,0.9997350291467939
1000000000.0,regime_Neutral,2016-02-26,2024-12-23,803,0.06896333268464372,0.03374938022756432,1.9931063395896196,-0.042597240868800235,-0.042318793554399825,-0.016737560707992483,0.001055513318467538,1.2449847674337666,0.03594432739817252,no large positive lag-1 autocorrelation,0.31759924916716015,803,1.0
1000000000.0,regime_Overweight,2017-01-17,2024-09-11,727,0.01743407523001883,0.026333615122679076,0.6694905073164136,-0.03218359283515737,-0.020908093933817873,-0.02314953607869974,-0.013398413794012298,3.1663809882110394,-0.0499069229759899,no large positive lag-1 autocorrelation,0.32082959277610884,727,1.0
1000000000.0,regime_Underweight,2016-01-04,2024-12-31,718,0.05860334134118417,0.03827563676677592,1.5071803724142532,-0.024698464366640027,-0.019484480128867276,-0.008324619837318914,0.0055292423141297675,1.493296848073634,-0.009262810804451821,no large positive lag-1 autocorrelation,0.30252113312967444,717,0.9986072423398329
